what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1326094414322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1326094423302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1326094424003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326094456372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326094483332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326094487608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326094489821
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1326094534743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326094535594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326094560074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326094568102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326094755325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326094845150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326094870223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326094945293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326094952978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326094953770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326094954057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326095130848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326095133021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326095138565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326095156328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326095159540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326095193498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326095198649
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326095205531
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326095208174
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326095223226
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.ui.navigator.ProjectExplorer while still in the middle of activating part org.eclipse.jdt.ui.CompilationUnitEditor",1326095249599
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326095249633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326095253311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326095254266
